S.No.,Name,CMP Rs.,All time high Rs.,No. Eq. Shares Cr.,Sales Qtr Rs.Cr.,NP Qtr Rs.Cr.,Qtr Profit Var %,Qtr Sales Var %,Exp Qtr Sales Var %,Sales Rs.Cr.,EBIT 12M Rs.Cr.,PAT 12M Rs.Cr.,Sales growth %,Profit growth %,ROE %,ROCE %,ROA 12M %,Sales Var 3Yrs %,Profit Var 3Yrs %,ROE 3Yr %,ROCE3yr avg %,ROA 3Yr %,EPS 12M Rs.,P/E,CMP / BV,CMP / Sales,PEG,Curr price to Graham,Cur price to Int val,Div Yld %,Dividend Payout %,CF Opr 3Yrs Rs.Cr.,CF Operations Rs.Cr.,CF Investing Rs.Cr.,CF Financing Rs.Cr.,Net CF Rs.Cr.,Free Cash Flow Rs.Cr.,Free Cash Flow 3Yrs Rs.Cr.,Int Coverage,Debt / Eq,Asset Turnover,Inven TO,EV / EBITDA,Unpledged Prom Hold %,Chg in Prom Hold 3Yr %,Change in Prom Hold %,Chg in FII Hold %,Chg in DII Hold %,Piotski Scr,Altman Z Scr,G Factor,Ind PE,Mar Cap Rs.Cr.,Vol 1d,BSE Code,NSE Code,Industry,Drop_from_AT_high,Strat_AT_HIGH
189.0,KEI Industries,3162.0,5040.4,9.56,2467.27,164.81,9.38,19.81,17.94,9126.7,917.54,638.66,17.92,16.04,20.25,27.21,13.79,24.68,29.16,19.96,25.63,12.8,69.75,47.35,8.73,3.31,1.81,4.2,2.2,0.13,5.44,1353.11,610.63,-352.56,-71.88,186.19,210.6,795.8,15.74,0.1,1.92,4.85,30.81,35.02,-3.0,0.0,-3.92,2.79,6.0,13.86,4.0,23.87,30213.68,334770,517569.0,KEI,Cables - Power,-0.37,Other
190.0,AIA Engineering,3176.15,4949.95,9.43,1066.22,258.89,-7.41,-8.8,-13.74,4280.62,1368.04,1035.2,-13.99,-9.41,18.3,22.71,16.02,18.98,27.9,17.59,21.63,15.45,109.84,28.93,4.69,7.0,1.55,2.45,2.6,0.52,13.29,1731.22,902.72,-818.88,-210.98,-127.15,693.17,1203.97,71.89,0.02,0.69,2.01,20.19,58.5,0.03,0.0,-0.15,0.19,6.0,10.31,3.0,27.38,29957.56,36710,532683.0,AIAENG,Castings & Forgings,-0.36,Other
191.0,Natl. Aluminium,160.7,263.1,183.66,4662.22,1582.9,224.05,39.27,17.95,15098.85,5353.91,3945.54,14.03,151.95,12.58,16.95,9.42,13.66,10.45,16.25,22.02,12.17,23.21,7.49,1.85,1.95,37.45,0.76,0.89,4.97,44.58,7677.17,2719.32,-2000.47,-738.65,-19.8,1074.9,3231.92,149.63,0.01,0.71,3.4,4.17,51.28,0.0,0.0,1.68,-2.29,8.0,5.17,8.0,24.19,29514.69,13992030,532234.0,NATIONALUM,Aluminium and Aluminium Products,-0.39,Other
192.0,Suven Pharma,1143.95,1360.0,25.46,307.15,83.29,77.28,39.73,-0.53,1048.49,372.07,279.0,-10.22,-24.77,14.11,18.78,12.66,1.36,-9.44,21.94,30.7,19.38,10.97,104.37,14.74,27.77,5.33,8.26,3.26,0.0,0.0,1145.68,358.48,-362.25,-13.8,-17.57,306.69,732.86,41.81,0.02,0.5,1.34,66.17,50.1,-9.9,0.0,0.21,-0.07,6.0,21.06,5.0,29.05,29120.95,151916,543064.0,SUVENPHAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.16,Other
193.0,Indraprastha Gas,201.05,302.0,140.0,3950.84,453.21,4.6,9.84,6.54,14927.8,2192.83,1713.01,6.63,-11.78,16.92,21.43,11.49,24.64,5.57,19.68,25.47,13.13,12.27,16.41,2.65,1.89,2.14,1.39,1.17,2.25,89.65,5961.15,2198.8,-1519.09,-754.13,-74.42,1034.58,2445.83,212.9,0.01,1.0,209.6,9.73,45.0,0.0,0.0,0.35,0.06,5.0,5.29,5.0,15.77,28147.03,8942743,532514.0,IGL,Miscellaneous,-0.33,Other
194.0,New India Assura,170.55,382.42,164.8,10702.92,348.51,-51.7,-5.83,4.29,43592.61,989.95,988.4,3.75,6.27,1.19,0.56,0.31,9.72,-41.85,0.36,-0.18,0.09,6.0,28.41,0.93,0.64,1.15,1.08,1.45,1.22,28.49,-14578.68,-4671.83,6907.85,-325.82,1910.19,-4723.31,-14798.76,,0.0,0.42,,15.61,85.44,0.0,0.0,0.07,0.02,7.0,0.8,1.0,49.53,28106.64,626093,540769.0,NIACL,Finance & Investments,-0.55,Big_drop_AT_HIGH_MARCAP2K
195.0,Piramal Pharma,210.95,307.9,132.57,2204.22,3.68,-59.16,12.54,15.07,8949.47,831.97,52.49,15.0,252.41,0.22,5.49,0.11,8.97,-73.15,1.06,4.87,0.68,0.3,532.82,3.53,3.12,,10.6,14.55,0.05,81.66,2254.85,1004.54,-416.22,-422.36,165.96,294.1,-257.74,1.93,0.61,0.56,1.66,20.2,34.95,,0.0,-0.19,0.69,9.0,4.69,3.0,29.05,27966.65,3410469,543635.0,PPLPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.31,Other
196.0,Emami,635.55,860.0,43.65,1049.48,278.98,5.71,5.34,6.15,3737.38,878.83,787.32,6.09,9.23,29.95,31.72,22.37,7.5,17.97,32.84,30.12,23.74,18.17,35.25,10.51,7.42,1.89,4.05,3.28,1.24,48.26,2171.74,779.01,-209.87,-562.97,6.17,750.18,1632.59,93.1,0.03,1.12,3.63,25.95,47.5,0.58,0.0,-2.0,1.98,9.0,15.53,2.0,38.81,27741.75,386013,531162.0,EMAMILTD,Personal Care - Indian,-0.26,Other
197.0,Chambal Fert.,692.25,707.6,40.07,4918.06,534.4,16.33,13.1,-8.76,16840.51,2494.25,1615.86,-11.0,26.94,16.98,20.21,10.03,12.2,-4.98,19.16,19.88,10.32,40.33,17.17,3.35,1.65,1.48,1.61,0.89,1.07,23.55,6541.78,3326.75,-382.41,-2871.41,72.93,2717.95,5575.21,29.55,0.01,1.48,11.07,9.84,48.9,-0.06,0.0,2.04,-1.23,7.0,6.68,5.0,18.8,27735.1,1283051,500085.0,CHAMBLFERT,Fertilizers,-0.02,Other
198.0,Aegis Logistics,786.75,1037.0,35.1,1706.99,159.52,-4.52,-8.88,-1.04,6895.92,1057.14,577.99,-6.35,12.5,15.13,14.74,8.85,22.39,35.99,15.92,15.82,9.64,16.47,47.79,6.68,4.0,2.33,3.77,2.35,0.82,40.08,1293.99,655.53,-712.18,256.43,199.79,41.96,-250.62,7.44,1.06,0.94,54.98,24.4,58.1,0.03,0.0,-0.16,-0.38,5.0,6.46,3.0,27.81,27614.96,493123,500003.0,AEGISLOG,Trading,-0.24,Other
199.0,IRB Infra.Devl.,45.71,78.15,603.9,2025.44,6026.11,69.35,2.89,9.61,7525.46,2992.59,746.12,8.0,36.38,4.38,8.96,1.36,11.82,72.45,4.56,8.81,1.29,10.69,36.99,1.99,3.67,-5.46,0.61,0.69,0.66,29.9,6182.03,4053.79,-3644.5,-477.17,-67.89,3816.26,4160.02,1.54,1.35,0.17,1.43,11.14,13.55,-3.6,0.0,-0.76,0.77,5.0,1.88,3.0,19.92,27604.31,12247432,532947.0,IRB,Construction,-0.42,Other
200.0,Deepak Nitrite,2016.8,3169.0,13.64,1903.4,98.13,-51.45,-5.27,10.41,8228.45,965.99,690.65,9.46,-12.67,16.38,21.65,12.97,20.78,-2.15,23.94,31.94,19.06,54.89,39.82,5.39,3.34,1.21,2.97,1.33,0.38,12.62,2351.82,878.06,-721.26,43.53,200.33,109.6,1037.29,42.8,0.17,1.37,6.83,24.13,49.28,3.56,0.04,0.05,0.0,6.0,9.33,2.0,30.33,27507.75,208931,506401.0,DEEPAKNTR,Chemicals,-0.36,Other
201.0,C D S L,1295.9,1989.8,20.9,224.45,100.4,-22.4,-6.78,39.84,1082.21,695.01,526.33,33.23,25.6,32.65,41.93,26.69,25.21,19.17,29.73,37.48,24.11,25.2,51.41,15.39,25.03,1.36,5.93,1.58,0.75,49.61,1177.45,542.68,-298.33,-230.59,13.77,387.24,743.49,6950.1,0.0,0.55,,36.17,15.0,-5.0,0.0,-5.81,-3.7,8.0,23.18,4.0,55.64,27084.31,3877045,,CDSL,Miscellaneous,-0.35,Other
202.0,Tata Technolog.,663.7,1400.0,40.57,1285.65,188.87,20.12,-1.18,1.02,5168.45,941.03,676.95,1.0,-0.36,19.91,25.8,11.06,13.56,15.71,21.67,27.41,12.3,16.69,39.77,7.49,5.21,1.86,3.65,2.03,1.27,70.11,1394.97,699.25,-88.53,-486.39,124.33,668.57,1208.31,47.94,0.07,0.84,,24.72,55.22,,0.0,0.0,-0.58,6.0,8.83,4.0,30.98,26924.19,2640755,544028.0,TATATECH,Computers - Software - Medium / Small,-0.53,Big_drop_AT_HIGH_MARCAP2K
203.0,Go Digit General,287.95,407.55,92.3,2594.55,115.61,119.54,15.0,15.34,9370.72,424.94,424.94,15.02,133.89,11.67,10.65,2.2,34.62,50.92,7.63,6.29,1.23,4.6,62.55,5.79,2.84,,4.01,2.51,0.0,0.0,5574.25,1604.03,-2837.43,1092.04,-141.36,1586.65,5520.08,,0.08,0.48,,62.81,73.12,,-0.06,1.39,0.08,8.0,1.94,4.0,49.53,26578.56,555843,544179.0,GODIGIT,Finance & Investments,-0.29,Other
204.0,JSW Holdings,23700.0,27760.5,1.11,29.22,19.4,6.48,7.07,56.52,245.62,232.02,175.04,47.05,50.13,0.55,0.72,0.48,22.25,21.77,0.97,1.31,0.86,157.7,150.3,0.81,107.1,24.2,2.35,2.55,0.0,0.0,543.62,114.99,-112.05,0.0,2.94,114.99,543.66,,0.0,0.01,,113.38,66.29,0.03,0.0,0.35,0.1,4.0,2.44,3.0,20.17,26307.0,3522,532642.0,JSWHL,Finance & Investments,-0.15,Other
205.0,Poly Medicure,2593.3,3357.8,10.13,424.21,85.23,31.08,24.91,23.22,1607.08,435.09,315.08,23.19,26.68,19.08,23.62,15.06,20.53,24.15,16.11,19.56,12.51,31.88,83.38,10.16,16.35,2.61,6.05,3.46,0.12,11.15,580.6,266.08,-240.94,-20.15,4.99,-9.02,-87.69,33.6,0.06,0.8,2.04,51.13,62.44,17.78,0.0,-0.87,0.3,6.0,16.61,5.0,54.85,26276.8,109631,531768.0,POLYMED,Healthcare,-0.23,Other
206.0,Endurance Tech.,1867.75,3061.3,14.07,2859.16,184.39,21.09,11.64,15.31,11282.1,1102.38,801.38,15.24,32.06,13.64,16.6,8.73,16.08,7.1,12.54,14.82,8.08,56.97,32.75,4.96,2.33,6.6,2.69,1.85,0.45,17.57,2660.63,1057.09,-945.23,105.1,216.97,236.97,699.4,23.34,0.14,1.4,7.69,16.34,75.0,0.0,0.0,0.87,-0.85,8.0,7.84,3.0,23.71,26272.3,77665,540153.0,ENDURANCE,Auto Ancillaries,-0.39,Other
207.0,Krishna Institu.,654.1,708.0,40.01,772.4,92.5,23.47,27.49,18.05,2871.9,603.8,348.2,17.69,3.04,17.63,16.87,9.94,23.38,15.15,21.98,24.72,15.13,8.7,75.15,13.06,9.11,1.41,6.61,3.09,0.0,0.0,1277.21,521.09,-752.56,216.76,-14.72,-124.84,-110.62,7.56,0.89,0.74,0.92,35.98,34.15,-0.02,0.0,-0.24,-0.1,4.0,10.87,6.0,54.85,26173.15,489421,543308.0,KIMS,Healthcare,-0.08,Other
208.0,Jyoti CNC Auto.,1144.6,1504.3,22.74,449.51,80.24,67.03,18.94,31.89,1692.15,421.19,306.68,26.84,221.77,20.83,21.22,8.16,36.0,58.09,9.24,11.21,0.96,13.48,84.9,17.48,15.38,0.66,8.11,6.35,0.0,0.0,32.45,-48.25,-170.48,504.98,286.24,-162.54,-156.49,8.18,0.17,0.72,0.83,57.43,59.97,,0.0,1.29,-0.96,6.0,21.91,3.0,34.21,26030.87,226083,544081.0,JYOTICNC,Engineering,-0.24,Other
209.0,Sumitomo Chemi.,518.35,628.3,49.91,622.43,84.31,53.43,15.17,9.84,3089.93,695.47,512.82,9.58,54.06,15.33,20.83,11.1,2.34,2.27,20.77,28.25,14.06,10.27,50.48,9.56,8.37,3.05,4.62,3.14,0.17,79.67,1368.77,756.2,-426.0,-331.18,-0.99,695.32,1075.9,154.21,0.01,0.85,2.23,33.27,75.0,0.0,0.0,0.04,1.17,6.0,13.91,4.0,24.97,25873.18,368106,542920.0,SUMICHEM,Pesticides / Agrochemicals - Indian,-0.17,Other
210.0,Gillette India,7912.2,10699.0,3.26,685.55,125.97,21.18,7.21,9.95,2793.44,653.98,474.04,9.74,21.21,42.49,58.91,22.23,9.93,10.36,38.9,54.03,20.53,145.48,54.39,23.78,9.23,5.27,7.58,3.75,0.81,102.91,1433.17,509.04,-49.15,-439.9,19.99,442.05,1171.25,56.67,0.0,1.41,2.77,34.29,75.0,0.0,0.0,0.22,-0.06,9.0,24.56,4.0,53.35,25785.86,17794,507815.0,GILLETTE,Personal Care - Multinational,-0.26,Other
211.0,NBCC,95.41,139.83,270.0,2826.96,142.43,8.94,16.65,25.62,11454.35,799.3,566.03,24.32,29.63,24.85,31.99,4.16,14.48,32.22,20.9,26.72,3.13,1.86,45.44,11.07,2.25,6.8,5.02,3.5,0.56,28.24,-221.14,73.05,-218.4,-103.47,-248.82,28.34,-282.69,15986.0,0.0,0.81,0.08,26.02,61.75,0.0,0.0,0.05,-0.01,8.0,4.93,4.0,32.57,25760.7,8895981,534309.0,NBCC,Miscellaneous,-0.32,Other
212.0,Aster DM Health.,511.95,558.3,49.95,1049.81,64.39,25.04,9.97,16.55,4111.71,597.82,289.49,16.4,74.4,3.13,4.48,1.29,-24.54,-4.33,9.44,5.95,3.24,105.6,88.36,7.45,6.22,-3.76,1.27,1.67,0.78,77.28,3305.83,157.81,-878.25,1052.83,332.39,-600.92,1164.19,4.93,0.56,0.23,1.41,30.84,24.85,4.01,0.01,1.0,1.72,7.0,7.96,2.0,54.85,25572.58,757939,540975.0,ASTERDM,Healthcare,-0.08,Other
213.0,Syngene Intl.,629.15,960.6,40.25,1018.0,183.3,-2.81,11.03,4.81,3642.4,681.0,472.14,4.41,-9.36,10.51,13.46,7.29,11.83,4.17,12.31,14.32,8.08,12.33,53.61,5.37,6.95,9.47,3.49,3.35,0.19,10.14,3033.2,1167.6,-744.7,-141.8,281.1,397.5,1256.1,12.82,0.12,0.56,4.78,22.55,52.74,-17.67,0.0,-1.18,1.98,6.0,7.99,1.0,43.73,25325.68,1080004,539268.0,SYNGENE,Miscellaneous,-0.35,Other
214.0,Motherson Wiring,56.96,80.0,442.11,2300.28,139.98,-16.61,8.78,13.87,9043.43,861.22,632.37,13.69,8.03,42.45,47.96,21.15,28.36,17.26,48.17,59.82,19.99,1.43,39.82,15.58,2.78,,5.25,1.47,1.39,55.41,1515.3,791.0,-207.9,-452.2,130.9,679.9,1105.7,34.39,0.17,2.76,4.67,24.63,61.73,0.01,0.0,0.3,-0.53,9.0,16.5,4.0,23.71,25182.61,4066327,543498.0,MSUMI,Auto Ancillaries,-0.29,Other
215.0,Brigade Enterpr.,1014.9,1453.1,24.44,1463.94,235.52,322.15,24.72,48.28,5316.19,1369.33,637.22,31.69,155.34,11.71,12.66,2.36,35.92,150.36,7.3,9.1,1.36,27.08,38.91,4.77,4.67,3.51,2.83,2.84,0.2,10.23,2332.53,333.98,-379.46,240.62,195.14,66.03,1590.52,2.6,1.05,0.29,0.16,16.02,41.14,-2.74,-0.23,-0.02,-0.04,5.0,2.91,5.0,33.15,24801.57,133881,532929.0,BRIGADE,Construction,-0.3,Other
216.0,Shyam Metalics,882.2,956.9,27.91,3752.51,197.31,56.84,13.19,12.61,14604.34,1397.71,907.47,12.19,-14.68,12.07,10.79,7.86,27.97,6.62,18.09,23.17,13.68,32.53,27.12,2.43,1.69,2.44,1.71,0.87,0.51,12.09,4873.91,1794.38,-2761.6,915.85,-51.37,-93.43,141.45,11.66,0.11,1.02,4.59,12.71,74.59,-13.76,0.0,-0.09,0.94,6.0,4.7,6.0,17.75,24625.03,163369,543299.0,SHYAMMETL,Steel - Large,-0.08,Other
217.0,J B Chemicals &,1574.35,2030.0,15.57,963.49,162.49,21.65,14.09,13.17,3830.24,878.65,640.05,13.16,24.5,20.02,24.55,14.36,19.48,10.48,18.7,23.42,14.14,41.21,38.28,7.63,6.4,1.57,3.6,2.03,0.78,34.4,1596.35,800.61,-403.85,-385.49,11.28,540.22,-127.16,44.62,0.03,0.92,2.72,23.47,47.84,-6.16,-5.82,3.66,2.31,7.0,12.93,4.0,29.05,24509.04,133031,506943.0,JBCHEPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.22,Other
218.0,Sun TV Network,621.6,1097.8,39.41,827.56,363.26,-20.0,-10.35,-2.1,4035.78,2306.93,1746.54,-3.01,-7.62,19.34,26.2,17.77,10.46,9.46,19.61,26.38,17.93,44.32,14.04,2.15,6.07,2.13,1.16,1.05,2.68,34.29,5900.48,2171.3,-1313.34,-697.05,160.91,1660.21,3939.63,194.84,0.01,0.4,,8.57,75.0,0.0,0.0,-0.24,0.28,7.0,6.13,4.0,38.15,24496.28,189770,532733.0,SUNTV,Entertainment / Electronic Media Software,-0.43,Other
219.0,Mindspace Busine,388.93,455.8,60.92,704.14,96.11,-38.0,13.53,8.22,2660.47,1528.75,477.91,8.2,-12.14,3.39,6.53,2.02,14.75,0.34,3.1,6.28,2.05,7.82,49.59,1.69,8.91,0.33,1.93,2.61,7.77,0.0,4936.85,2017.35,-1499.99,-472.72,44.64,528.72,1599.02,2.74,0.72,0.1,15.39,17.1,64.45,1.23,0.97,,,5.0,2.41,5.0,43.37,23693.01,353232,543217.0,MINDSPACE,Construction,-0.15,Other
220.0,M R P L,133.75,289.25,175.26,24595.87,370.63,-67.6,-2.89,6.83,94681.62,1127.14,56.21,4.73,-98.48,0.43,4.33,0.16,10.72,-73.41,19.31,16.74,5.9,0.32,417.06,1.79,0.25,27.69,5.79,7.74,2.23,0.0,15287.32,1877.9,-939.61,-937.92,0.37,918.04,12083.29,1.12,1.01,2.71,11.13,14.77,88.58,0.0,0.0,-0.05,-0.34,5.0,4.63,3.0,20.12,23441.0,1954435,500109.0,MRPL,Refineries,-0.54,Big_drop_AT_HIGH_MARCAP2K
221.0,Gland Pharma,1420.0,4350.0,16.48,1384.05,204.69,6.69,-10.43,27.69,5729.04,1117.06,704.4,16.63,1.59,9.26,13.58,7.96,17.83,-8.17,12.49,17.7,11.57,42.76,33.22,2.64,4.08,,1.98,0.93,1.41,42.64,2151.54,996.8,-1749.19,-799.42,-1551.81,599.31,1009.35,25.1,0.04,0.58,1.33,14.01,51.83,-6.17,0.0,1.86,-1.53,4.0,6.0,1.0,35.09,23395.43,109205,543245.0,GLAND,Pharmaceuticals - Indian - Formulations,-0.67,Big_drop_AT_HIGH_MARCAP2K
222.0,PG Electroplast,819.6,1054.95,28.33,967.69,39.54,106.15,81.94,66.31,4036.24,346.8,212.12,61.57,101.0,18.86,18.72,7.09,57.48,124.57,18.83,16.38,5.86,8.01,109.47,20.23,5.75,,9.59,3.41,0.02,3.86,153.29,186.35,-399.22,234.38,21.51,-39.47,-377.97,4.85,0.4,1.44,4.98,57.78,49.37,-16.34,0.0,0.16,0.15,7.0,18.03,4.0,46.36,23223.09,1693587,533581.0,PGEL,Electronics - Components,-0.22,Other
223.0,ZF Commercial,12203.75,18250.0,1.9,955.89,124.91,25.39,7.79,-0.99,3756.42,582.34,434.53,-1.29,7.31,15.4,20.9,12.53,26.63,64.31,12.19,16.16,9.55,229.09,53.25,7.83,6.16,6.0,4.3,4.14,0.14,7.96,629.52,192.69,-135.45,-34.12,23.13,11.68,144.64,110.5,0.02,1.18,14.58,31.26,63.16,-11.84,0.0,0.46,-0.53,7.0,13.79,3.0,23.71,23138.32,9214,533023.0,ZFCVINDIA,Auto Ancillaries,-0.33,Other
224.0,Dr Lal Pathlabs,2758.35,4245.5,8.36,602.6,155.5,83.2,10.49,10.55,2461.4,647.0,487.1,10.54,36.1,24.22,28.78,19.04,5.65,12.16,20.24,24.04,14.74,58.27,47.32,10.61,9.37,2.85,4.73,3.08,0.86,41.19,1560.16,568.8,-303.1,-334.0,-68.3,515.6,1406.34,29.01,0.07,0.95,13.12,28.36,53.91,-1.32,0.0,-2.92,2.91,8.0,16.84,4.0,54.85,23057.5,140621,539524.0,LALPATHLAB,Healthcare,-0.35,Other
225.0,EIH,366.5,566.0,62.54,800.17,278.83,12.43,7.95,10.53,2657.04,1018.56,703.4,10.39,28.41,17.62,23.62,14.48,72.0,55.57,8.68,12.17,6.61,11.34,32.59,5.6,8.63,1.08,2.84,2.22,0.33,11.74,1307.27,711.67,-546.15,-166.91,-1.39,494.19,984.47,57.13,0.05,0.53,5.81,19.47,32.85,-2.89,0.0,0.75,-0.22,9.0,9.39,3.0,33.95,22919.63,162548,500840.0,EIHOTEL,Hotels,-0.35,Other
226.0,Apar Inds.,5682.4,11797.35,4.02,4716.42,174.92,-19.6,17.66,13.17,17826.56,1497.56,807.56,12.93,-2.89,26.83,43.96,9.2,36.24,72.65,25.93,40.57,7.37,201.04,28.28,5.56,1.28,0.64,2.64,1.39,0.89,24.83,658.8,-283.29,-266.68,635.16,85.19,-612.91,-46.77,3.65,0.13,1.81,4.67,14.11,57.77,-2.8,0.0,-0.35,-0.61,5.0,6.78,5.0,47.57,22825.25,57657,532259.0,APARINDS,Electric Equipment,-0.52,Big_drop_AT_HIGH_MARCAP2K
227.0,Delhivery,305.3,708.45,74.57,2378.3,24.99,60.4,8.38,11.26,8815.87,153.72,40.87,11.23,112.18,-2.94,-1.73,-2.38,30.7,9.13,-11.0,-10.12,-9.64,0.28,557.03,2.46,2.58,42.59,10.87,7.55,0.0,0.0,202.17,472.4,-98.78,-366.08,7.54,4.05,-1399.91,1.29,0.15,0.72,10.41,31.98,0.0,,0.0,-1.76,1.05,5.0,5.42,2.0,21.21,22767.25,1858069,543529.0,DELHIVERY,Miscellaneous,-0.57,Big_drop_AT_HIGH_MARCAP2K
228.0,The Ramco Cement,947.65,1132.7,23.63,1983.45,181.58,-94.13,-6.04,-4.67,8799.37,708.54,195.62,-5.08,-48.32,5.02,8.1,2.29,21.01,-23.29,7.75,8.0,3.9,15.84,114.48,3.08,2.54,-16.24,2.87,2.69,0.27,16.41,4451.92,1905.53,-1910.92,-28.03,-33.42,-8.73,-1036.35,1.58,0.72,0.61,4.57,19.99,33.17,0.22,-0.2,0.41,-0.75,7.0,3.42,2.0,55.51,22392.2,283790,500260.0,RAMCOCEM,Cement - South India,-0.16,Other
229.0,Inox Wind,170.3,262.1,130.38,911.27,111.64,5083.08,81.01,103.78,2810.05,594.88,308.79,98.79,253.1,-1.81,4.26,-0.63,34.86,23.92,-27.68,-4.5,-6.55,2.36,71.89,8.39,7.9,18.11,5.16,8.66,0.0,0.0,-1934.54,-359.77,-527.66,877.98,-9.45,-873.64,-3015.53,3.03,1.33,0.27,0.87,33.3,47.35,-19.28,-0.01,0.42,-0.36,4.0,5.72,3.0,47.57,22203.63,3940695,539083.0,INOXWIND,Electric Equipment,-0.35,Other
230.0,Garden Reach Sh.,1925.25,2834.6,11.46,1271.01,98.19,11.26,37.69,41.49,4449.38,544.76,394.75,40.0,31.16,22.21,27.37,3.26,46.58,29.08,18.22,22.64,2.71,34.46,55.79,12.0,4.96,2.19,5.45,2.0,0.49,30.01,387.64,-706.89,1055.7,-357.52,-8.72,-754.96,242.48,44.58,0.01,0.34,0.65,31.83,74.5,0.0,0.0,0.14,0.03,7.0,4.52,5.0,50.09,22054.11,3697843,542011.0,GRSE,Miscellaneous,-0.32,Other
231.0,Star Health Insu,372.75,940.0,58.78,4081.25,0.51,-99.64,10.65,14.89,16101.23,861.05,645.86,14.83,-23.58,9.57,11.93,3.35,14.95,37.88,11.92,14.77,4.26,10.99,33.89,3.12,1.36,1.76,2.16,2.17,0.0,0.0,3964.4,1378.62,-1150.58,-4.2,223.84,1296.76,3713.44,,0.07,0.84,,25.21,57.67,-1.23,-0.01,1.18,-1.05,6.0,2.45,3.0,49.53,21909.8,2362754,543412.0,STARHEALTH,Finance & Investments,-0.6,Big_drop_AT_HIGH_MARCAP2K
232.0,CESC,163.0,212.7,132.56,3561.0,282.0,-5.69,9.77,10.05,16511.0,3049.0,1396.0,10.01,-0.92,12.09,11.6,3.79,9.55,0.82,12.54,11.84,3.74,10.53,15.5,1.8,1.31,5.87,1.11,1.23,2.76,43.56,6828.83,2351.41,-563.6,-1641.63,146.18,1586.16,4603.06,2.32,1.29,0.41,11.35,8.0,52.11,0.0,0.0,-1.35,1.35,7.0,2.17,2.0,31.51,21606.76,2438356,500084.0,CESC,Power Generation And Supply,-0.23,Other
233.0,Himadri Special,436.9,688.7,49.37,1134.64,155.46,34.99,-3.59,11.26,4612.63,850.94,555.09,10.22,35.42,16.41,22.01,12.19,18.23,113.46,14.81,18.09,9.65,11.25,38.82,5.81,4.68,1.76,3.16,3.05,0.12,5.33,905.59,446.87,-235.21,-271.49,-59.83,276.11,605.89,19.01,0.08,1.01,4.89,23.41,51.61,6.18,0.05,0.23,0.38,7.0,10.6,4.0,30.33,21568.97,913953,500184.0,HSCL,Chemicals,-0.37,Other
234.0,Ola Electric,48.81,157.53,441.08,1045.0,-564.0,-51.61,-19.37,,5501.0,-1494.0,-1799.0,90.42,-14.36,,-32.13,-24.01,1699.32,,,-28.69,-23.45,-5.98,,3.31,3.91,,,,0.0,0.0,-3025.31,-633.09,-1136.28,1589.96,-179.4,-1845.35,-5967.37,-4.9,0.51,0.75,6.91,-19.31,34.35,,0.0,0.78,-1.62,4.0,4.12,3.0,45.99,21529.3,20150042,544225.0,OLAELEC,Automobiles - Motorcycles / Mopeds,-0.69,Big_drop_AT_HIGH_MARCAP2K
235.0,Tata Chemicals,841.35,1349.7,25.48,3590.0,-21.0,-79.75,-3.75,-8.44,14853.0,1406.0,487.16,-9.17,-71.89,2.32,7.81,2.21,14.77,27.44,7.08,9.14,4.51,-21.94,44.0,0.96,1.44,-3.32,,,1.82,142.72,7632.0,3016.0,-605.0,-2494.0,-83.0,1193.0,3000.0,2.53,0.29,0.43,2.13,10.91,37.98,0.0,0.0,-0.31,0.28,5.0,2.35,5.0,30.33,21434.3,352711,500770.0,TATACHEM,Chemicals,-0.38,Other
236.0,A B Real Estate,1896.95,3141.95,11.17,956.7,-42.37,-134.53,-10.61,36.2,4919.38,289.42,18.24,29.14,-91.22,1.29,8.31,0.64,19.93,54.05,3.48,7.04,1.71,-2.36,1161.88,5.17,4.31,-18.86,,,0.26,110.52,-95.5,-315.33,-524.13,1272.16,432.7,-489.97,-383.78,5.75,1.17,0.48,0.55,50.09,50.21,0.0,0.0,-0.25,0.53,4.0,3.68,3.0,11.87,21188.13,88889,500040.0,ABREL,Paper,-0.4,Other
237.0,Wockhardt,1299.95,1999.25,16.25,721.0,20.0,116.87,2.85,7.16,2969.0,149.0,-143.46,6.95,65.95,-12.1,-0.83,-5.43,1.1,,-7.58,-0.05,-3.66,-12.5,,6.24,7.11,,,,0.0,0.0,785.0,219.0,-138.0,334.0,415.0,69.0,294.0,0.53,0.69,0.37,1.96,62.78,40.13,-18.05,-0.01,0.28,0.76,4.0,5.64,4.0,29.05,21122.29,362128,532300.0,WOCKPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.35,Other
238.0,Crompton Gr. Con,328.0,512.8,64.38,1769.21,111.92,28.54,4.52,8.81,7763.91,748.04,519.89,8.7,20.29,15.55,15.82,7.53,15.04,-9.69,19.68,17.83,9.04,8.16,40.69,6.76,2.72,21.99,3.48,3.02,0.93,43.86,2132.35,843.41,-206.89,-541.3,95.22,762.9,1810.43,13.96,0.16,1.25,6.38,24.05,0.0,-5.94,0.0,-4.08,4.01,5.0,8.63,3.0,66.82,21116.91,5879625,539876.0,CROMPTON,Electric Equipment,-0.36,Other
